Unnamed: 0,Call Type,Caller Number,Call Time,Call Frequency Per Day,Call Frequency Per Week,Conversation
15100,Normal,+1-334-944-4172,16:38:13,1,1,Stop calling everyone saying I might have cancer. By throat hurts to talk. I can't be answering everyone calls. Of I get one more call I'm not babysitting on Monday
15101,Normal,+1-619-949-6459,08:14:16,1,6,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
15102,Normal,+1-917-891-7387,16:01:33,1,13,Are you the chest girl in the world or what
15103,Spam,+1-832-657-8680,08:38:45,4,11, Free coffee maker for the first 50 customers! Call now to claim yours with our promo code.
15104,Normal,+1-714-593-2043,10:26:01,1,9,"K, yes you will be very busy."
15105,Normal,+1-917-661-9622,08:40:14,1,13,Sure but since my parents will be working on Tuesday I don't really need a cover story
15106,Normal,+1-323-810-4310,15:09:59,5,11,Were somewhere on Fredericksburg
15107,Normal,+1-656-649-2128,16:51:48,2,15,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
15108,Normal,+1-305-256-5409,13:52:51,2,14,I asked men to come chennai and search for job.
15109,Spam,+1-770-723-9226,11:30:02,3,14,"Your account has been created with 500 FREE Next Messages. To activate, just txt the word: CREDIT to To: 80488 T&Is www.80488.big"
15110,Normal,+1-281-574-3108,10:36:46,3,7,So how's the weather over there?
15111,Normal,+1-424-907-6135,18:04:15,5,9,Yes.he have good circuiting mind
15112,Normal,+1-917-990-5407,11:03:36,3,11,Should I head straight there or what
15113,Normal,+1-470-845-2588,20:40:48,5,11,Walls wont bat in and winning.
15114,Normal,+1-570-902-6132,15:00:54,1,14,"not that I know of, most people up here are still out of town"
15115,Normal,+1-310-895-7738,11:58:47,1,2,I like fruits and vegetables.
15116,Normal,+1-404-915-6462,11:44:12,4,7,To i am not having not any moves in my lawton
15117,Scam,+1-334-503-9362,08:23:46,1,6,important information 4 orange user . today is your lucky day!find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
15118,Normal,+1-628-283-3123,08:54:55,4,8,At time ü finish?
15119,Normal,+1-334-568-5336,17:02:40,5,6,Yeah if we do have to get a random due we need to change our into sheets to PARTY  &it;#&it; /7 NEVER STUDY just to be safe
15120,Normal,+1-347-695-5580,09:34:49,3,4,"To sir, I have no bad habits except smoking. By life is quite easy and comfortable - I seldom take exercise. By diet is quite rich consisting of meat, eggs, and fats."
15121,Normal,+1-872-294-6227,13:42:28,1,5,Is per your request 'ball ball' has been set as your callertune for all Callers. Dress *9 to copy your friends Callertune
15122,Normal,+1-813-899-4702,18:48:31,5,13,And by when you're done I mean now
15123,Normal,+1-754-347-3208,15:39:07,3,12,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
15124,Normal,+1-848-617-8416,17:22:44,2,13,HMM yeah if your not too grooved out! And in looking forward to my pound special :)
15125,Normal,+1-678-683-2638,17:31:12,2,4,There can download clear moves. And copies.
15126,Normal,+1-412-976-8157,16:07:46,2,14,"Thank you so much. When we shaped with oz and sure, we didn't get the pleasure of your company. Hope you are good. He've given you ultimatum oh! He are continue down to burn. Enjoy! His is the message i sent days ago."
15127,Normal,+1-917-758-7664,11:26:01,2,5,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
15128,Normal,+1-415-806-8012,09:24:03,4,10,You bad girl. I can still remember them
15129,Normal,+1-937-262-8807,08:32:24,2,2,"Belly good, yes please!"
15130,Normal,+1-407-567-8062,12:10:10,3,10,To i am not having not any moves in my lawton
15131,Normal,+1-832-919-2923,15:46:07,2,15,5 nights...We nt staying at port step liao...Too ex
15132,Normal,+1-323-419-2705,08:37:29,2,8,I told your number to gautham..
15133,Normal,+1-281-322-8566,07:40:50,5,8,Wish u many many returns of the day.. Happy birthday vikky..
15134,Normal,+1-305-543-5265,17:41:32,2,7,"I love you !!! You know? An you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Had ... *adoring kiss*"
15135,Normal,+1-347-762-8927,08:52:32,2,9,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
15136,Spam,+1-570-498-7336,10:12:50,3,12,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
15137,Normal,+1-917-753-9133,10:25:32,4,13,Anything for. Kuz both of us for.
15138,Spam,+1-334-438-6440,14:23:18,4,6,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age £1.50perweeksub.
15139,Normal,+1-614-716-9125,14:27:30,1,1,"What's up bruv, hope you had a great break. Do have a rewarding semester."
15140,Normal,+1-551-614-2680,19:56:54,3,15,Mind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed too morning.
15141,Spam,+1-614-798-3573,11:06:08,5,10,You have 1 new message. Please call 08715205273
15142,Normal,+1-570-838-5704,17:54:53,3,7,Thats cool princess! I will cover your face in hot sticky cum :)
15143,Spam,+1-334-262-5832,16:22:50,1,11,"pdate_Now - Double mind and 1000 txt on Range tariffs. Latest Motorola, SonyEricsson & Foka & Bluetooth FREE! All MobileUpd8 on 08000839402 or call2optout/!YHL"
15144,Normal,+1-305-365-3724,15:51:54,3,14,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
15145,Normal,+1-917-825-5830,11:53:35,4,6,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
15146,Normal,+1-313-662-5255,12:20:47,3,14,I'm still pretty weak today .. Had day ?
15147,Normal,+1-848-682-5310,12:29:32,1,7,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
15148,Normal,+1-813-401-1618,08:08:48,1,7,You dont know you labor me ami.
15149,Scam,+1-551-637-7373,08:28:17,5,6,"You've won this to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
15150,Normal,+1-786-821-7670,13:04:51,2,7,Its not that time of the month nor mid of the time?
15151,Normal,+1-334-430-7883,12:14:19,5,5,G.W.R
15152,Normal,+1-786-869-6242,20:14:10,4,14,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
15153,Normal,+1-848-363-8289,10:45:38,1,13,Lie update: my weed dealer carlo went to freedom and had a class with lunsford
15154,Normal,+1-470-287-9038,11:44:11,5,8,K... But bag again..
15155,Normal,+1-657-558-1473,12:21:15,1,2,Even my brother is not like to speak with me. They treat me like aids patent.
15156,Normal,+1-954-384-7698,10:57:41,1,14,When u go back herself for...
15157,Normal,+1-678-747-1972,07:33:18,4,11,"By planning usually stops at ""find hell weed, smoke hell weed"""
15158,Spam,+1-669-409-6691,11:12:01,1,13,You can donate £2.50 to UNICEF's Sign Tsunami disaster support fund by testing DONATE to 864233. £2.50 will be added to your next bill
15159,Normal,+1-713-832-5710,11:26:02,4,13,No. Yes please. Been swimming?
15160,Normal,+1-551-758-5174,07:34:00,1,12,Yeah confirmed for you staying at  that weekend
15161,Normal,+1-323-377-5729,08:56:53,2,14,You call him and tell now front of them. All him now.
15162,Normal,+1-917-290-3415,15:33:32,5,9,"I call you later, don't have network. Of urgent, sums me."
15163,Normal,+1-212-413-8546,09:37:13,1,8,To u know what is real FRIENDSHIP Am going you an expel: But see this mug.. Very selling of this mug is wrong.. It still you can red it without an mistake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
15164,Normal,+1-334-504-1740,11:03:58,4,15,By birthday is on feb  &it;#&it;  da. .
15165,Normal,+1-937-739-8218,11:59:47,5,9,Key are you angry with me. Reply me dr.
15166,Normal,+1-313-731-5425,17:11:07,3,14,Where at were hungry too
15167,Normal,+1-334-685-8645,12:34:30,4,5,Key i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching to met
15168,Normal,+1-404-474-2765,12:50:07,2,11,"2 celebrate my bday, y else?"
15169,Normal,+1-858-629-4923,15:29:19,3,9,Ya but it cant display internal subs so i gotta extract them
15170,Normal,+1-404-401-4018,14:08:06,3,11,Bognor it is! Should be splendid at this time of year.
15171,Normal,+1-346-844-6150,09:47:46,3,12,Are you plans with your family set in stone ?
15172,Normal,+1-614-558-2414,17:35:17,2,15,I have no magazine to read.
15173,Normal,+1-570-850-7935,18:44:17,3,8,"Hurry up, I've been weed-deficient for like three days"
15174,Normal,+1-917-296-6383,11:27:03,3,13,K.k.this month notes birthday know?
15175,Normal,+1-656-482-8357,15:18:03,4,4,He're done...
15176,Normal,+1-770-376-5612,15:05:05,4,15,Hope. Meanwhile she talk say make i greet you.
15177,Normal,+1-713-781-3655,14:34:31,4,9,Your donna be the death if me. I'm donna leave a note that says its all robs fault. Avenge me.
15178,Normal,+1-407-305-9724,16:32:16,1,5,Lovely smell on this bus and it ain't tobacco...
15179,Normal,+1-770-340-8924,10:57:01,2,2,Key i booked the cab on saturday already... what other lessons are we going for ah? Deep your sat night free we need to meet and confirm our lodging
15180,Normal,+1-917-975-1489,18:38:15,5,12,"Mmm ... I thought we said 2 hours slave, not 3 ... You are late ... Now should I punish you ?"
15181,Spam,+1-424-488-8008,07:02:36,4,12,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
15182,Normal,+1-323-698-5351,11:53:56,2,12,"Hello, may I speak to Or. Adams?"
15183,Normal,+1-213-829-5462,14:09:08,5,11,Yeah that's the impression I got
15184,Normal,+1-251-994-6783,12:14:42,1,8,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
15185,Normal,+1-848-252-3582,07:07:34,5,8,LOL ... No just was busy
15186,Normal,+1-323-248-7528,15:50:02,3,5,"Air believe me, I know them. They are all like this, they will be having many serves in of, of and other countries and face it."
15187,Normal,+1-313-634-7056,11:03:16,3,4,I think u have the wrong number.
15188,Normal,+1-954-504-8539,13:07:11,2,9,To you like shaking your booty on the dance floor?
15189,Normal,+1-858-615-2227,15:30:03,5,10,No de.am seeing in online shop so that i asked.
15190,Normal,+1-713-610-9610,13:45:46,4,6,Sorry i missed your call. An you please call back.
15191,Normal,+1-347-927-1167,11:38:43,5,7,Yes princess! I want to please you every night. Your wish is my command...
15192,Normal,+1-872-327-4676,11:35:28,5,9,A but it can display internal sobs so i gutta extract them
15193,Normal,+1-657-570-8351,19:05:31,3,14,"having illegal access to other social media accounts, computers, phone and captors in order to steal personal information like pick, messages, password, etc."
15194,Normal,+1-424-213-2901,08:58:16,1,10,"Folly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
15195,Normal,+1-628-911-4440,13:24:43,3,11,I'm in a movie. All me 4 wat?
15196,Normal,+1-281-267-6030,09:02:29,1,15,"Anything else, sir?"
15197,Normal,+1-937-615-1875,07:28:17,2,15,"K, can that happen tonight?"
15198,Normal,+1-917-207-7328,07:41:41,5,8,Why tired what special there you had
15199,Normal,+1-954-915-2079,13:50:37,5,8,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
15200,Normal,+1-657-804-1962,11:41:16,4,10,I am using a Samsung phone.
15201,Normal,+1-832-519-2816,12:52:34,5,6,That have you done about mathematics?
15202,Normal,+1-407-659-5710,09:42:30,1,11,Oh god i am happy to see your message after 3 days
15203,Normal,+1-917-371-4101,12:57:44,1,7,His single single answers are we fighting? Plus i said am broke and you didn reply
15204,Normal,+1-551-360-4693,14:41:35,2,3,&it;#&it; ISH MINUTES WAS five MINUTES AGO. WTF.
15205,Normal,+1-682-961-4728,10:50:29,2,12,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
15206,Normal,+1-872-203-4144,09:37:51,3,3,The new deus ex game comin early next yr
15207,Normal,+1-323-692-1282,09:13:31,1,9,&it;#&it;  w cotton ave if you forgot
15208,Spam,+1-657-577-9336,08:06:26,3,14,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
15209,Normal,+1-614-537-8942,07:32:17,1,11,S..anna sum correct dane
15210,Normal,+1-313-665-8352,17:18:18,3,3,K..i deleted my contact that why?
15211,Normal,+1-407-917-7131,13:27:10,5,7,An you do a may meeting this ago at some point?
15212,Normal,+1-281-796-8053,12:20:43,5,10,When or his how?
15213,Scam,+1-669-768-1151,18:48:12,3,12,"URGENT! Your mobile To 07xxxxxxxxx won a £2,000 bonus called prize on 02/06/03! this is the and attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
15214,Normal,+1-347-356-7813,09:40:24,5,6,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
15215,Normal,+1-570-862-7268,11:13:37,2,7,Even i cant close my eyes you are in me our vava playing umma :-D
15216,Normal,+1-669-712-9992,09:16:36,4,10,Now much would it cost to hire a whitman
15217,Normal,+1-872-240-1620,11:10:40,2,13,I need details about that online job.
15218,Spam,+1-313-333-4018,09:05:16,4,7,He know someone who you know that fancies you. All 09058097218 to find out who.
15219,Normal,+1-713-364-3240,19:21:37,1,6,Like
15220,Normal,+1-404-407-4239,16:31:15,4,13,I am going to film 2day da. At 6pm. Sorry da.
15221,Normal,+1-682-934-8065,12:42:51,4,10,Please leave this topic..sorry for telling that..
15222,Spam,+1-714-407-8344,14:01:09,4,15,"hello sir, Are you using him/up , sir you have to upgrade your him/up other wise you account will be block."
15223,Normal,+1-713-506-6669,15:29:16,4,6,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
15224,Normal,+1-714-956-4248,15:43:44,2,7,Am okay. Will soon be over. All the best
15225,Normal,+1-323-252-8667,07:41:47,1,4,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
15226,Normal,+1-917-303-5162,11:55:56,1,5,Jus finished avatar nigro
15227,Normal,+1-570-866-5858,08:08:46,2,3,Ha ha ha good joke. Girls are situation seekers.
15228,Normal,+1-313-389-5150,16:40:20,4,5,Site...
15229,Normal,+1-678-603-7742,07:51:00,2,5,"I Hail,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by In and From."
15230,Normal,+1-619-388-4630,13:52:23,1,9,On't fret. I'll buy the population test strips and send them to you. You wont get them til like march. An you send me your postal address.u'll be alright.Okay.
15231,Normal,+1-848-640-1929,20:27:56,3,4,We have to pick rayan macleran there.
15232,Normal,+1-937-364-4705,21:24:00,1,11,Its  &lt;#&gt; k here oh. Should i send home for sale.
15233,Normal,+1-570-756-8352,09:27:23,2,4,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
15234,Normal,+1-424-898-1388,15:16:38,3,14,I will come tomorrow di
15235,Normal,+1-570-981-1275,19:47:23,1,2,I'm going 2 orchard now already me reaching soon. U reaching?
15236,Normal,+1-412-889-8141,11:25:33,4,7,There's my boston? I miss you ... That happened?
15237,Spam,+1-682-676-6952,15:21:17,3,11,"I there, knights or lucky night! Ve been invited 2 XCHAT, the Was wildest chat! Txt CHAT to 86688 now!"
15238,Normal,+1-570-852-2183,08:06:16,1,12,Is or paper in e more or aft mr?
15239,Normal,+1-678-724-6885,07:53:46,2,13,Its sarcasm.. .nt scarcasim
15240,Normal,+1-424-562-8905,08:33:13,3,7,Hows the champ just leaving glasgow!
15241,Spam,+1-312-532-7083,13:08:06,3,6,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! All The Mobile Update To FREE on 08002986906
15242,Normal,+1-713-572-1325,07:28:25,1,8,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boston. I miss you too ... *teasing kiss*"
15243,Normal,+1-470-439-1773,11:39:46,3,11,That's happening with you. Have you gotten a job and have you begun registration for permanent presidency
15244,Normal,+1-213-200-8258,14:27:29,1,2,I dont know oh. Hopefully this month.
15245,Normal,+1-848-244-4329,19:07:32,4,14,Door girl can't go one day may
15246,Normal,+1-312-244-1150,08:56:21,3,14,"I was thinking of going to the cinema with you. There’s a good movie to watch, but if you’re not available …"
15247,Normal,+1-754-701-5815,16:01:55,1,1,When dun wear jeans for...
15248,Normal,+1-678-984-7907,08:09:47,5,9,Wont let studying stress you out. for.
15249,Spam,+1-347-993-6186,14:55:00,2,8,hello sir i am from bone customer care center we are doing purification of yours number that's why in your phone four digit opt will have send. tell me that top.
15250,Normal,+1-917-590-4421,15:39:33,3,8,"""I darling did youPhone me? Am atone if youwanna chat."""
15251,Normal,+1-848-417-5554,14:29:01,2,9,"That means you got an A in epi, she.s fine. The.s here now."
15252,Normal,+1-848-589-6922,11:38:29,2,4,Please don't say like that. I hi hi
15253,Normal,+1-669-779-7346,07:46:59,3,7,Designation is software developer and may be she get chennai:)
15254,Normal,+1-570-793-4326,22:46:57,3,5,"whiskey Brandy Sum In Beer Vodka Scotch Shampain Line ""KUDI""yards china vaazhthukkal. .."
15255,Normal,+1-657-547-6328,08:24:40,2,12,I have. But he already made an appointment with Lucy. They plan to play bowing at the leisure center.
15256,Normal,+1-917-909-5698,08:19:10,5,11,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..
15257,Normal,+1-858-861-7207,07:03:55,1,13,"Oh really? perform, write a paper, go to a movie AND be home by midnight, hut?"
15258,Normal,+1-657-610-9471,20:34:30,3,7,"K, be careful ! On't text and drive !"
15259,Spam,+1-678-465-6815,21:23:44,3,11,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
15260,Normal,+1-917-536-5892,08:07:31,3,8,"Oh, is it? Now much is the price for that motherboard?"
15261,Scam,+1-412-895-7166,09:29:05,2,10,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all or mobile & personal details @ the prompt. Careful!
15262,Normal,+1-323-306-8393,15:57:32,4,4,"Yeah, that's fine! It's £6 to get in, is that ok?"
15263,Normal,+1-678-415-8375,16:29:29,2,9,"To one thing! Change that sentence into: ""Because i want to concentrate in my educational career i am leaving here.."""
15264,Normal,+1-848-579-6389,14:44:00,2,6,Hey come online! Use msn... We are all there
15265,Normal,+1-281-753-2414,13:42:21,4,4,To problem. Talk to you later
15266,Normal,+1-570-204-5797,09:05:44,2,12,"Storming mug: Men u lift d pine, u say ""HELLO"" To u know it is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u know who is dat girl?? ""Margaret Hello"" The is d girlfriend f Grahmbell who invited telephone... . . . . Moral:One can get d name of a person, it not his girlfriend... G o o d n i g h t . . .@"
15267,Normal,+1-714-708-7456,11:39:46,4,4,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
15268,Normal,+1-313-779-3629,07:50:18,5,15,Ok... Take ur time n enjoy ur dinner...
15269,Normal,+1-212-352-3299,17:51:52,2,15,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point too - got letter from today - access til end march so i better get move on!
15270,Normal,+1-404-308-9113,15:37:00,1,10,My sister cleared two round in birla soft yesterday.
15271,Normal,+1-346-969-9321,08:27:36,4,7,"""of, ENJOYIN INDIANS of THE of..yes. SaLL go eh ;> how bout u she? Fete X"""
15272,Spam,+1-917-695-8581,08:36:55,4,9,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
15273,Normal,+1-213-716-2797,07:30:46,4,10,Genius what's up. How your brother. Pls send his number to my skype.
15274,Spam,+1-754-961-4399,07:44:30,3,11,I if or looking 4 saucy daytime fun iv busy married woman Am free all next week That now 2 sort time 09099726429 JANINExx Walls£1/minMobsmoreLKPOBOX177HP51FL
15275,Spam,+1-917-439-7010,19:23:54,4,4,"For or chance to win a £250 wily shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/we"
15276,Normal,+1-334-574-8279,11:42:17,5,10,Will be out of class in a few hours. Sorry
15277,Normal,+1-917-969-7785,11:08:39,2,11,To da. . Jay going to talk in jay to
15278,Normal,+1-713-289-5043,21:17:08,2,4,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
15279,Normal,+1-415-986-5858,13:26:53,5,8,"Awesome, be there in a minute"
15280,Normal,+1-334-718-6443,10:11:44,3,6,"This is one of the days you have a billion classes, right?"
15281,Spam,+1-917-647-3048,13:54:20,1,3,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
15282,Normal,+1-917-901-7360,15:45:18,3,8,I like to talk pa but am not able to. I dont know y.
15283,Spam,+1-832-500-5690,09:17:14,5,12,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
15284,Spam,+1-813-675-7731,08:12:51,1,4,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
15285,Normal,+1-614-496-8002,13:28:12,4,9,All right i will get on facebook in a couple minutes
15286,Normal,+1-424-820-1998,07:06:25,3,9,That is important is that you prevent dehydration by giving her enough fluids.
15287,Normal,+1-334-687-5737,22:26:45,2,3,I'm home. Of gave me pain beds says everything is fine.
15288,Normal,+1-917-584-8105,16:24:59,4,14,You are most welcome.
15289,Normal,+1-858-936-7855,14:33:04,4,7,When wat r u doing now? Busy if work?
15290,Normal,+1-570-501-8392,13:48:13,5,7,Good morning princess! Now are you?
15291,Normal,+1-917-292-9275,07:10:51,1,3,Does daddy have a by now.
15292,Normal,+1-570-349-6616,12:36:07,1,13,Are you angry with me. What happen dear
15293,Spam,+1-551-856-7000,09:38:16,5,7,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin st tone FREE and 6 more when u join for £3/we
15294,Normal,+1-614-944-9601,16:42:09,2,2,"Open rebel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
15295,Normal,+1-872-461-5038,22:02:35,4,6,Its like that hotel dusk game i think. You solve puzzled in a area thing
15296,Normal,+1-714-375-2217,10:39:28,5,11,"K, I think it’s not bad. Back it up, please."
15297,Normal,+1-570-908-7863,12:34:26,2,15,And now electricity just went out fml.
15298,Normal,+1-407-201-4594,12:57:19,1,1,Tension ah?what much?any problem?
15299,Normal,+1-213-699-7546,12:26:17,3,13,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
15300,Spam,+1-213-910-8492,13:42:09,3,10,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
15301,Normal,+1-917-285-7941,19:10:01,2,8,"I don't know, same thing that's wrong every often, he panics starts going on bout not been good enough …"
15302,Normal,+1-848-801-7391,22:11:16,2,10,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
15303,Normal,+1-682-935-7431,10:10:31,3,5,Yes.i'm in office da:)
15304,Normal,+1-689-416-1977,19:18:32,5,5,Hats cool! I am a gentleman and will treat you with dignity and respect.
15305,Normal,+1-848-640-1536,19:25:16,1,10,"Ah... There got so fast lose weight, the mud go 4 a month den got effect... See,later we go must put by e weight."
15306,Normal,+1-614-488-5070,10:16:52,4,11,"I’ve been thinking about it for a while, but haven’t concretized anything so far."
15307,Normal,+1-754-221-1773,12:32:23,4,12,By house here e sky quite dark liar... Of raining then got excuse not 2 run already rite... See...
15308,Spam,+1-669-732-8105,15:27:25,4,14,"hello sir this is your si bank manager. your by has been expired.so you have to by your self, but due to could situation we are doing by online, please tell me your account detail."
15309,Normal,+1-754-424-9822,08:54:24,5,6,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
15310,Normal,+1-313-839-5360,15:11:23,3,10,Free any day but i finish at 6 on mon n thurs...
15311,Spam,+1-754-673-5239,16:10:19,3,13,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks of so special-call on 09058094597
15312,Normal,+1-251-473-1244,07:10:17,1,4,I am working as a Software Engineer.
15313,Normal,+1-334-423-5481,17:56:44,2,8,"Uncle G, just checking up on you. To have a rewarding month"
15314,Normal,+1-310-352-1452,16:31:58,3,15,I want to see your pretty pussy...
15315,Normal,+1-404-714-4661,20:59:31,1,12,To. Yes please. Been swimming?
15316,Normal,+1-713-507-7208,15:32:42,2,4,Today am going to college so am not able to atten the class.
15317,Scam,+1-678-826-6745,08:11:39,5,7,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-pm. Most up
15318,Normal,+1-848-840-4525,11:07:58,2,2,This pain couldn't have come at a worse time.
15319,Normal,+1-689-934-4027,09:45:51,1,2,Guess who spent all last night chasing in and out of the fourth dimension
15320,Normal,+1-657-482-6425,15:59:01,3,10,Never blame a day in or life. Good days give u happiness. Had days give u experience. Both are essential in life! All are Rods blessings! good morning.:
15321,Normal,+1-310-546-2020,15:34:21,3,9,Yeah sure! That man was wearing a red shirt with a black cap.
15322,Normal,+1-213-382-1932,07:45:19,4,4,That time do u get out?
15323,Normal,+1-656-494-5278,14:25:21,2,15,To..its full of song lyric..
15324,Normal,+1-470-733-8686,12:24:30,5,6,Great to hear you are settling well. To what's happening wit old?
15325,Normal,+1-848-468-7239,14:39:30,5,12,"Anyway I don't think I can secure anything up here, femme know if you want me to drive down south and chill"
15326,Normal,+1-251-293-2660,09:32:12,1,14,In... Oft meeting supervisor got work 2 do liar... U working now?
15327,Normal,+1-323-987-4498,16:33:18,1,11,Not sure I have the stomach for it ...
15328,Normal,+1-334-972-8962,09:49:48,4,14,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
15329,Normal,+1-628-445-4747,09:23:46,5,11,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
15330,Spam,+1-656-382-4835,15:06:28,2,12,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
15331,Normal,+1-669-505-5866,08:21:09,4,11,To we have any spare power supplies
15332,Normal,+1-713-722-1509,11:11:01,4,5,Join to lookout for... Kuz lose e fats...
15333,Normal,+1-937-429-3313,16:53:09,2,9,You didn complete your gist oh.
15334,Normal,+1-770-858-3536,15:01:29,4,13,I didn’t think like you.
15335,Normal,+1-551-661-8226,09:28:23,4,5,Wake me up at  &lt;#&gt;  am morning:)
15336,Normal,+1-713-466-8594,08:39:50,4,12,Yes. High you can ah.
15337,Normal,+1-614-212-2222,13:56:28,3,12,K..k:)how about your training process?
15338,Normal,+1-407-488-9531,08:25:55,1,2,Run buying... But school got offer 2000 plus only...
15339,Normal,+1-412-514-9870,09:50:19,5,5,I had asked u a question some hours before. Its answer
15340,Normal,+1-347-951-5997,11:11:47,2,8,End this to your friends and receive something about your voice..... Now is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.full of attitude 6.romantic 7.shy 8.Attractive 9.funny  &it;#&it; .irritating  &it;#&it; .movable. reply me..
15341,Normal,+1-251-368-9328,09:21:57,1,5,Good Morning ply call me sir
15342,Normal,+1-323-564-5435,08:58:46,1,4,An you ply tell me the and. BSLVYL sent via fullonsms.com
