,Caller Number,Call Time,Call Type,Conversation
10830,+1-901-449-6493,11:45:38,fraud,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
10831,+1-901-286-3380,16:07:56,normal,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
10832,+1-919-662-8474,17:58:01,normal,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."""
10833,+1-602-958-9722,19:55:53,normal,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
10834,+1-303-230-8956,12:35:22,normal,No pic. Please re-send.
10835,+1-901-754-4407,16:27:12,normal,Change windows logoff sound..
10836,+1-808-453-1083,03:02:52,normal,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
10837,+1-404-889-6623,21:57:49,normal,This is my number by vivek..
10838,+1-212-813-3536,10:57:13,normal,I know girls always safe and selfish know i got it pa. Thank you. good night.
10839,+1-404-775-9169,12:34:27,normal,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
10840,+1-614-758-7560,23:56:21,normal,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
10841,+1-808-809-3889,19:06:13,normal,Gud ni8 dear..slp well..take care..swt dreams..Muah..
10842,+1-512-611-3751,03:22:24,normal,Saw Guys and Dolls last night with Patrick Swayze it was great
10843,+1-213-512-6006,14:02:32,fraud,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
10844,+1-919-522-6734,12:40:18,normal,i want to grasp your pretty booty :)
10845,+1-901-431-4488,09:13:37,normal,Where's my boytoy? I miss you ... What happened?
10846,+1-503-586-1909,06:29:45,normal,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
10847,+1-404-907-1583,04:43:49,normal,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
10848,+1-602-581-8036,16:14:23,normal,Can do lor...
10849,+1-312-985-1577,23:36:10,normal,Prabha..i'm soryda..realy..frm heart i'm sory
10850,+1-808-646-9750,05:05:18,normal,Shall i come to get pickle
10851,+1-703-791-3860,04:42:30,normal,hmm thats better now i got a roast down me! id be better if i had a few drinks down me 2! Good indian?
10852,+1-206-646-1102,16:17:08,fraud,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
10853,+1-901-864-9014,06:47:24,normal,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
10854,+1-702-788-9362,23:45:49,normal,It means u could not keep ur words.
10855,+1-404-753-4270,12:39:10,normal,Yupz... I've oredi booked slots 4 my weekends liao...
10856,+1-617-761-4870,00:19:21,normal,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
10857,+1-214-845-8684,15:37:10,normal,I see - Then you must have some bad habits. You seem to lead a sedentary life. Is it a fact?
10858,+1-213-251-7777,09:49:36,normal,"Oh, then your phone phoned me but it disconnected"
10859,+1-808-747-5928,17:05:51,normal,Ok i shall talk to him
10860,+1-212-939-9175,09:06:18,normal,How much you are willing to pay?
10861,+1-614-622-8432,00:51:20,normal,Thought we could go out for dinner. I'll treat you! Seem ok?
10862,+1-702-883-7535,01:40:24,normal,Do u hav any frnd by name ashwini in ur college?
10863,+1-616-729-1523,12:37:41,normal,S.i'm watching it in live..
10864,+1-808-434-6494,11:02:49,normal,Me fine..absolutly fine
10865,+1-503-305-2082,12:27:03,normal,I dunno until when... Lets go learn pilates...
10866,+1-503-410-8359,01:57:48,normal,Me too! Have a lovely night xxx
10867,+1-303-246-4437,07:07:11,normal,Its just the effect of irritation. Just ignore it
10868,+1-616-570-3425,16:25:35,normal,Oh great. I.ll disturb him more so that we can talk.
10869,+1-617-213-4269,15:02:25,normal,"Nah man, my car is meant to be crammed full of people"
10870,+1-703-208-3118,23:54:49,normal,Dai  &lt;#&gt;  naal eruku.
10871,+1-214-364-9902,17:56:40,normal,Minimum walk is 3miles a day.
10872,+1-214-876-4241,22:37:45,normal,Dwarka sector 6.
10873,+1-305-805-5295,14:31:23,normal,"She was supposed to be but couldn't make it, she's still in town though"
10874,+1-206-273-1632,04:38:55,fraud,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
10875,+1-404-947-9453,03:18:30,normal,i see. When we finish we have loads of loans to pay.
10876,+1-212-876-3675,16:46:00,fraud,to get free access of google cloud account hit on given message box link.
10877,+1-602-326-9888,07:48:42,fraud,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
10878,+1-703-383-7427,09:31:42,normal,"at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
10879,+1-415-481-3094,17:52:43,normal,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
10880,+1-213-425-3190,12:32:19,normal,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
10881,+1-602-630-1507,05:06:38,normal,"Dear relieved of westonzoyland, all going to plan this end too!"
10882,+1-617-484-9045,02:53:52,normal,On ma way to school. Can you please send me ashley's number
10883,+1-919-285-7648,09:50:23,normal,This is BBB/Voice of America.
10884,+1-901-882-4715,03:36:52,normal,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
10885,+1-214-865-6197,22:50:32,fraud,"hello, i am from indian army. by mistakely i have given your mobile number in amozon during online shopping, that why you have got an otp, please tell me that otp."
10886,+1-415-792-4592,15:06:10,normal,Ok ok take care. I can understand.
10887,+1-512-454-3400,12:28:21,normal,Just wanted to say holy shit you guys weren't kidding about this bud
10888,+1-512-739-5429,12:51:31,normal,No rushing. I'm not working. I'm in school so if we rush we go hungry.
10889,+1-305-558-2776,16:07:28,normal,Ok u can take me shopping when u get paid =D
10890,+1-206-943-7667,08:31:08,normal,Ok how you dear. Did you call chechi
10891,+1-616-587-6567,16:00:32,normal,All day working day:)except saturday and sunday..
10892,+1-212-293-2537,08:52:20,fraud,"hello sir, i am from obi bank, sir i have call you for your bank account verification do you want verify your account. sir then tell me your aadhar card number and pan card and your debit/credit card number."
10893,+1-703-331-2217,01:17:13,normal,My phone
10894,+1-206-957-7994,23:59:36,normal,Okey dokey swashbuckling stuff what oh.
10895,+1-214-580-4865,11:38:49,normal,Do you hide anythiing or keeping distance from me
10896,+1-214-326-4125,03:24:09,normal,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
10897,+1-503-369-5979,23:18:11,normal,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
10898,+1-214-549-8014,07:28:18,normal,Ü takin linear algebra today?
10899,+1-312-704-1392,18:37:59,normal,Match started.india  &lt;#&gt;  for 2
10900,+1-616-376-2142,02:40:47,normal,When are you going to ride your bike?
10901,+1-213-828-7242,09:57:36,normal,Sorry about that this is my mates phone and i didnt write it love Kate
10902,+1-213-825-2832,13:44:19,fraud,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994."
10903,+1-305-773-3419,04:17:55,fraud,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
10904,+1-305-446-8598,21:57:41,normal,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
10905,+1-703-295-6886,06:53:47,normal,Kay... Since we are out already
10906,+1-404-620-8579,02:43:22,normal,"Thank you so much. When we skyped with koz and sura, we didn't get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countinue down to aburo. Enjoy! This is the message i sent days ago."
10907,+1-602-738-9563,02:43:11,normal,Boo what time u get out? U were supposed to take me shopping today. :(
10908,+1-404-381-8344,21:18:27,normal,"Well, I don’t think it is polite to ask people about their sexual orientation."
10909,+1-213-270-3706,14:25:29,normal,TELL HER I SAID EAT SHIT.
10910,+1-404-211-1874,05:25:48,normal,Am surfing online store. For offers do you want to buy any thing.
10911,+1-404-618-4228,19:15:04,normal,I can't make it tonight
10912,+1-703-471-4203,11:48:15,normal,....photoshop makes my computer shut down.
10913,+1-614-386-6540,15:22:10,normal,Sounds great! Im going to sleep now. Have a good night!
10914,+1-212-727-6272,23:51:20,normal,Hi:)did you asked to waheeda fathima about leave?
10915,+1-415-269-4373,04:49:07,normal,I want to see your pretty pussy...
10916,+1-614-435-9839,13:31:17,normal,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
10917,+1-303-752-1491,22:21:28,normal,O i played smash bros  &lt;#&gt;  religiously.
10918,+1-512-204-7878,18:07:31,fraud,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
10919,+1-305-817-7918,20:56:49,normal,Yeah whatever lol
10920,+1-919-488-3878,18:59:28,fraud,Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
10921,+1-214-572-9938,04:18:39,normal,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
10922,+1-206-299-6306,04:30:00,normal,"I can't right this second, gotta hit people up first"
10923,+1-303-340-1619,17:23:07,normal,Did he just say somebody is named tampa
10924,+1-213-839-1336,18:34:43,normal,When're you guys getting back? G said you were thinking about not staying for mcr.normla
10925,+1-616-784-4620,20:29:31,normal,I re-met alex nichols from middle school and it turns out he's dealing!
10926,+1-808-949-4054,02:15:42,normal,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
10927,+1-214-648-3522,15:42:18,normal,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
10928,+1-303-447-4312,16:10:36,normal,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
10929,+1-305-796-9103,12:11:16,normal,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
10930,+1-512-484-2430,02:38:09,normal,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
10931,+1-404-641-2778,02:21:22,normal,Den wat will e schedule b lk on sun?
10932,+1-512-624-4130,21:54:46,normal,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
10933,+1-512-452-9834,02:36:10,normal,Will this bus cover the route of Dwarka?
10934,+1-213-637-6914,07:34:34,normal,LOL that would be awesome payback.
10935,+1-702-423-5259,20:15:34,normal,Ok leave no need to ask
10936,+1-702-524-9020,18:49:41,normal,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
10937,+1-303-577-2585,02:51:36,normal,Cos daddy arranging time c wat time fetch ü mah...
10938,+1-617-967-9141,10:37:12,normal,I love you both too :-)
10939,+1-212-728-2600,05:58:50,normal,Nothing. It’s the smell of smoking.
10940,+1-919-717-3755,02:44:40,normal,I think that tantrum's finished so yeah I'll be by at some point
10941,+1-305-693-3691,05:33:15,normal,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
10942,+1-212-681-5604,14:05:00,normal,No. She's currently in scotland for that.
10943,+1-616-795-1858,02:03:01,fraud,please tell me otp which is sended in your phone by mistakely.
10944,+1-312-573-5271,00:32:18,normal,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
10945,+1-808-235-2204,07:40:54,fraud,"hello sir this is your hdfc bank manager. your kyc has been expired.so you have to kyc your self, but due to covid setuation we are doing kyc online, pleae tell me your account detail."
10946,+1-305-454-1768,15:25:01,normal,Went to pay rent. So i had to go to the bank to authorise the payment.
10947,+1-303-767-9173,06:53:35,normal,Ü all write or wat..
10948,+1-617-457-7770,02:38:38,normal,"What will we do in the shower, baby?"
10949,+1-404-501-6763,09:16:35,normal,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
10950,+1-614-629-3437,07:39:35,normal,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
10951,+1-703-498-4909,22:25:15,normal,Do you still have the grinder?
10952,+1-415-547-6186,16:24:46,normal,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"
10953,+1-206-894-4517,13:28:02,normal,Your number is 98*****432?
10954,+1-503-306-2910,02:15:59,normal,Ü only send me the contents page...
10955,+1-703-291-9613,03:24:30,normal,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me for lunch. After lunch she invited me to her apartment. We went there."
10956,+1-305-705-3388,19:19:59,normal,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
10957,+1-901-941-4236,14:10:48,normal,"Sorry, I'll call later"
10958,+1-415-780-6197,15:54:16,normal,"I can understand that. I get nervous before interviews, too."
10959,+1-415-575-3665,10:40:29,normal,Where are you ? You said you would be here when I woke ... :-(
10960,+1-312-332-9449,04:11:16,normal,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
10961,+1-206-558-7365,14:49:29,normal,Howz that persons story
10962,+1-213-866-3926,17:24:27,normal,Captain is in our room:)
10963,+1-415-220-7775,00:48:30,fraud,"hello sir, i am from jio customer care in 23 hours your sim will be deactivate. do u want to activate it."
10964,+1-404-877-8044,13:29:04,normal,Well. Balls. Time to make calls
10965,+1-616-549-7270,11:35:59,normal,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
10966,+1-602-260-8177,03:13:35,normal,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
10967,+1-616-935-2130,21:58:36,normal,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
10968,+1-702-469-2327,10:47:39,normal,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
10969,+1-703-689-2046,06:15:50,normal,Dude how do you like the buff wind.
10970,+1-808-239-4624,19:25:28,normal,Maybe i could get book out tomorrow then return it immediately ..? Or something.
10971,+1-808-947-6800,21:07:41,normal,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
10972,+1-602-843-3457,12:28:49,normal,Nothing just getting msgs by dis name wit different no's..
10973,+1-616-417-4558,06:58:42,normal,"I'm back &amp; we're packing the car now, I'll let you know if there's room."
10974,+1-703-241-9574,09:24:19,normal,I absolutely LOVE South Park! I only recently started watching the office.
10975,+1-808-976-1951,14:07:21,normal,K:)i will give my kvb acc details:)
10976,+1-901-723-2445,05:57:46,normal,Kallis wont bat in 2nd innings.
10977,+1-206-948-5992,22:13:31,normal,Yup ü not comin :-(
10978,+1-616-335-7791,07:01:21,normal,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
10979,+1-206-776-4635,20:09:24,normal,Cab is available.they pick up and drop at door steps.
10980,+1-206-641-1561,19:22:27,normal,Dear good morning how you feeling dear
10981,+1-614-902-2758,11:36:54,normal,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
10982,+1-305-344-2701,19:53:03,normal,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
10983,+1-214-683-4312,23:17:27,fraud,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
10984,+1-919-361-4448,03:15:47,normal,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june."
10985,+1-919-755-6869,01:56:35,normal,Even i cant close my eyes you are in me our vava playing umma :-D
10986,+1-213-722-9342,22:16:02,normal,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
10987,+1-919-960-2476,00:16:28,normal,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
10988,+1-213-941-2220,21:16:18,normal,No objection. My boyfriend not coming.
10989,+1-901-889-8272,10:13:34,normal,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
10990,+1-404-238-7518,16:31:31,normal,Going for dinner. msg you after.
10991,+1-614-251-6913,08:46:37,normal,Mine is alright. I’m also finding chemistry to be bit challenging because of its vast syllabus and too much memorization in organic chemistry.
10992,+1-305-673-7256,11:12:10,normal,Sday only joined.so training we started today:)
10993,+1-901-857-9039,05:11:43,normal,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
10994,+1-602-691-2418,05:29:30,normal,"Cool, I'll text you when I'm on the way"
10995,+1-206-463-9809,05:48:59,normal,What class of  &lt;#&gt;  reunion?
10996,+1-602-948-7380,07:20:20,normal,I dun believe u. I thk u told him.
10997,+1-617-345-9094,07:15:58,normal,My battery is low babe
10998,+1-919-257-5558,17:11:38,normal,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
10999,+1-901-292-8848,11:23:55,normal,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
11000,+1-602-247-6339,15:36:56,normal,When you login date time... Dad fetching you home now?
11001,+1-808-765-6340,07:11:19,normal,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
11002,+1-808-318-8944,13:05:38,normal,Are these about animals?
11003,+1-808-745-4347,11:15:24,normal,It is related to the trigonometry topic.
11004,+1-312-967-1011,00:09:15,normal,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
11005,+1-305-663-7971,15:23:43,normal,Oh ho. Is this the first time u use these type of words
11006,+1-312-203-7329,17:10:10,normal,"Sure, whenever you show the fuck up &gt;:("
11007,+1-303-774-3314,04:02:34,normal,Is that what time you want me to come?
11008,+1-214-462-6090,13:27:20,normal,Ya but it cant display internal subs so i gotta extract them
11009,+1-213-237-6900,07:10:45,normal,Ha... U jus ate honey ar? So sweet...
11010,+1-312-920-4565,22:29:05,normal,"naughty little thought: 'its better to flirt, flirt and flirt, rather than loving someone and getting hurt, hurt and hurt...:-) Good night"
11011,+1-703-557-8241,21:11:39,normal,Is that seriously how you spell his name?
11012,+1-206-304-5853,16:33:25,normal,I like dis sweater fr mango but no more my size already so irritating.
11013,+1-919-954-4189,00:04:53,normal,"Ok I understand that you cannot give exactly 512kbps speed, but it'll be somewhere close to it. And why are you talking about submarines and insulation and all ?"
11014,+1-212-713-9477,10:15:27,normal,Send me your id and password
11015,+1-617-718-9957,16:04:20,normal,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
11016,+1-616-939-5771,15:58:44,normal,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50..
11017,+1-703-335-5308,03:38:27,fraud,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
11018,+1-614-746-2622,05:44:40,normal,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
11019,+1-312-895-1332,13:50:53,normal,I'm e person who's doing e sms survey...
11020,+1-703-812-7445,22:45:36,fraud,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
11021,+1-919-878-8933,09:53:29,normal,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
11022,+1-312-914-1406,17:06:00,normal,O was not into fps then.
11023,+1-503-651-2782,20:17:44,normal,"Carlos took a while (again), we leave in a minute"
11024,+1-214-496-2054,14:15:40,normal,"Aight will do, thanks again for comin out"
11025,+1-312-943-1298,03:01:28,normal,Ok i also wan 2 watch e 9 pm show...
11026,+1-616-888-9190,16:15:15,normal,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"""
11027,+1-703-895-2378,10:24:22,normal,"All right, pack this one."
11028,+1-808-459-6121,05:44:09,normal,Wait.i will come out.. &lt;#&gt;  min:)
11029,+1-614-493-1471,12:39:21,normal,So that takes away some money worries
11030,+1-305-667-5007,16:55:28,normal,Missing you too.pray inshah allah
11031,+1-808-535-3687,20:06:50,normal,As if i wasn't having enough trouble sleeping.
11032,+1-617-249-7966,17:56:08,normal,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
11033,+1-214-442-9416,10:20:08,normal,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
11034,+1-617-463-4842,05:39:53,normal,"You aren't coming home between class, right? I need to work out and shower!"
11035,+1-901-554-2420,19:32:22,normal,"No, no, no, we’re not going to Goa. We will go to an idyllic and tranquil place where we can relax and find peace."
11036,+1-919-357-3438,00:40:21,fraud,Congratulations you are awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
11037,+1-512-560-2292,03:11:48,fraud,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
11038,+1-512-858-9177,20:36:07,normal,Ok lor but not too early. Me still having project meeting now.
11039,+1-602-365-8426,08:17:38,normal,We have all rounder:)so not required:)
11040,+1-213-377-3155,14:40:11,normal,I'm at work. Please call
11041,+1-512-335-7928,12:53:11,normal,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
11042,+1-206-940-2758,16:10:41,normal,How much did ur hdd casing cost.
11043,+1-602-805-6402,03:25:21,normal,Don know:)this week i'm going to tirunelvai da.
11044,+1-919-823-9426,18:00:37,normal,I am great! How are you?
11045,+1-213-372-4846,19:02:09,normal,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didn't shut that down.
11046,+1-901-576-6962,23:39:35,normal,I can send you a pic if you like :)
11047,+1-303-479-8837,22:47:26,normal,Ok i juz receive..
11048,+1-213-393-9752,02:01:44,normal,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
11049,+1-901-397-6772,19:03:22,normal,Thnx dude. u guys out 2nite?
11050,+1-212-967-5310,08:54:39,normal,Where is that one day training:-)
11051,+1-702-849-4776,17:13:45,normal,Quite lor. But dun tell him wait he get complacent...
11052,+1-305-388-7959,09:02:14,normal,I have printed it oh. So  &lt;#&gt;  come upstairs
11053,+1-614-234-7460,23:57:57,normal,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
11054,+1-617-976-4164,11:06:40,normal,Oh god..taken the teeth?is it paining
11055,+1-702-445-2731,04:34:01,normal,Actually i deleted my old website..now i am blogging at magicalsongs.blogspot.com
11056,+1-901-543-2623,05:13:49,normal,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
11057,+1-901-530-9501,10:51:22,normal,"Just dropped em off, omw back now"
11058,+1-503-357-1106,22:15:56,normal,I'll meet you in the lobby
11059,+1-614-221-9643,21:33:22,normal,K...k...yesterday i was in cbe .
11060,+1-303-495-5741,03:45:13,normal,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
11061,+1-305-386-1829,21:59:29,normal,Of course. It has the one-year limited warranty.
11062,+1-214-237-5399,19:20:15,normal,From tomorrow onwards eve 6 to 3 work.
11063,+1-404-429-9820,03:27:05,normal,At home by the way
11064,+1-901-897-7339,21:31:44,normal,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
11065,+1-404-971-7582,08:20:05,normal,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
11066,+1-214-647-5997,09:39:45,normal,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
11067,+1-305-941-2641,00:56:36,normal,You are most welcome.
11068,+1-415-903-2127,08:17:26,normal,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
11069,+1-702-691-2516,16:47:42,normal,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
11070,+1-212-613-3542,18:13:25,fraud,1000's of girls many local to you who are virgins to this & are ready to for flil your every sexual need. Can you forefil theirs? text CUTE to 69911(£1.50p. m)
11071,+1-214-359-1340,06:48:59,fraud,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
11072,+1-214-836-8354,09:04:03,normal,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
11073,+1-404-405-9565,11:50:25,normal,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
11074,+1-415-560-3776,00:03:29,fraud,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
11075,+1-512-460-6567,20:15:38,normal,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
11076,+1-305-401-7677,17:19:46,normal,are you married.?
11077,+1-602-264-2401,14:11:35,normal,Probably earlier than that if the station's where I think it is
11078,+1-616-755-4509,07:14:30,normal,"You need to pay attention to your clothing. Be formally dressed, even if a company says that it has a very flexible and free culture. It show a sense of professionalism from you."
11079,+1-617-226-6664,09:34:10,normal,Webpage s not available!
11080,+1-512-334-7063,00:15:13,normal,"Its ok., i just asked did u know that no?"
11081,+1-614-842-3834,04:35:01,normal,Ok...
11082,+1-919-809-9963,19:35:21,normal,Hello which the site to download songs its urgent pls
11083,+1-614-590-9156,17:56:33,normal,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
11084,+1-503-952-1597,22:53:19,normal,"Ya, told..she was asking whats matter?"
11085,+1-212-384-8241,08:15:14,normal,"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."
11086,+1-206-831-8283,09:27:37,fraud,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
11087,+1-901-422-2844,00:40:10,normal,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
11088,+1-602-960-2253,21:06:45,normal,"I guess you could be as good an excuse as any, lol."
11089,+1-303-516-6966,03:09:51,normal,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
11090,+1-901-447-4624,17:50:25,normal,Hey i booked the cab on saturday already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
